Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Breast Cancer,nausea,dysphagia,skin_dimpling,iron_deficiency_anemia,swollen_lymph_nodes,vertigo,breast_pain,dry_skin,urinary_difficulty,dizziness,shortness_of_breath,nipple_discharge,muscle_pain,acid_reflux,chronic_cough,,
Breast Cancer,oiliness,swollen_lymph_nodes,indigestion,vertigo,skin_rash,nipple_inversion,swelling_in_legs,yellow_skin,nausea,skin_dimpling,reduced_mobility,nipple_discharge,breast_pain,sweating,palpitations,,
Breast Cancer,visual_aura,bloating_after_meals,vomiting_blood,weight_loss,breathlessness,tremors,nipple_inversion,runny_nose,chronic_cough,nipple_discharge,swollen_lymph_nodes,breast_lump,breast_pain,cloudy_urine,anal_pain,,
Breast Cancer,hives,swollen_lymph_nodes,muscle_pain,nipple_discharge,nipple_inversion,burning_urination,indigestion,phonophobia,breast_lump,,,,,,,,
Breast Cancer,high_blood_pressure,heart_palpitations,oiliness,creaking_joints,dark_urine,palpitations,scarring,shortness_of_breath,swollen_lymph_nodes,breast_pain,breast_lump,nipple_discharge,weight_loss,breathlessness,disorientation,vertigo,skin_dimpling
Breast Cancer,nipple_discharge,wheezing,skin_dimpling,sore_throat,scarring,constipation,visual_aura,breast_lump,muscle_pain,blackheads,polydipsia,balance_loss,itching,,,,
Breast Cancer,heart_palpitations,iron_deficiency_anemia,swollen_lymph_nodes,vertigo,bloating,skin_dimpling,nipple_inversion,leg_pain,seizures,nipple_discharge,breast_lump,,,,,,
Breast Cancer,nail_pitting,swollen_lymph_nodes,changes_in_urination,runny_nose,bloating_after_meals,swelling_in_legs,visible_veins,frequent_respiratory_infections,mood_swings,breast_lump,breast_pain,skin_dimpling,vomiting,,,,
Breast Cancer,nipple_discharge,breast_lump,nipple_inversion,,,,,,,,,,,,,,
Breast Cancer,swelling_in_legs,dysphagia,swollen_lymph_nodes,yellow_skin,breast_lump,joint_pain,changes_in_urination,skin_dimpling,nipple_discharge,bleeding,,,,,,,
Breast Cancer,disorientation,weight_loss,swollen_lymph_nodes,skin_dimpling,dischromic_patches,breast_pain,sweating,nipple_inversion,,,,,,,,,
Breast Cancer,reduced_mobility,shortness_of_breath,nipple_inversion,pimples,heartburn,tremors,breast_lump,blood_in_semen,weakness,leg_pain,hives,high_blood_pressure,swollen_lymph_nodes,cough,nodal_eruptions,hunger,
Breast Cancer,weight_gain,nipple_inversion,breast_lump,bone_pain,scarring,sneezing,leg_pain,cloudy_urine,photophobia,early_satiety,nail_pitting,hunger,cramps,heart_palpitations,neck_pain,swollen_lymph_nodes,breast_pain
Breast Cancer,bone_pain,phonophobia,balance_loss,seizures,erectile_dysfunction,nipple_discharge,shortness_of_breath,cramps,chest_tightness,disorientation,frequent_respiratory_infections,breast_lump,bloating,numbness,abdominal_cramps,,
Breast Cancer,nipple_inversion,swollen_lymph_nodes,seizures,nipple_discharge,vomiting_blood,confusion,,,,,,,,,,,
Breast Cancer,runny_nose,hives,dysphagia,hunger,breast_lump,nipple_discharge,wheezing,joint_pain,high_blood_pressure,swelling_in_legs,breast_pain,weight_loss,blisters,nasal_congestion,constipation,burning_urination,
Breast Cancer,numbness,abdominal_cramps,hoarseness,breast_pain,blackheads,visual_aura,skin_dimpling,breast_lump,dysphagia,nipple_discharge,constipation,swollen_lymph_nodes,,,,,
Breast Cancer,swollen_lymph_nodes,high_blood_pressure,breast_lump,reduced_mobility,stiffness,,,,,,,,,,,,
Breast Cancer,weight_loss,breast_lump,hives,diarrhea,breathlessness,swollen_lymph_nodes,nipple_inversion,phonophobia,disorientation,pimples,,,,,,,
Breast Cancer,dry_skin,dysphagia,diarrhea,weight_gain,numbness,nipple_discharge,muscle_pain,nipple_inversion,breast_lump,skin_rash,constipation,breast_pain,early_satiety,skin_dimpling,stiffness,reduced_mobility,
Breast Cancer,nipple_discharge,breast_lump,skin_dimpling,,,,,,,,,,,,,,
Breast Cancer,nipple_discharge,breast_pain,swollen_lymph_nodes,skin_dimpling,breast_lump,,,,,,,,,,,,
Breast Cancer,nipple_inversion,seizures,sneezing,swollen_lymph_nodes,breast_lump,hunger,hives,headache,skin_dimpling,,,,,,,,
Breast Cancer,polydipsia,heart_palpitations,nipple_discharge,bloating,blackheads,early_satiety,breast_lump,cloudy_urine,chills,skin_dimpling,swollen_lymph_nodes,nodal_eruptions,pimples,iron_deficiency_anemia,creaking_joints,,
Breast Cancer,nausea,cloudy_urine,sweating,numbness,muscle_pain,seizures,arm_pain,abdominal_pain,joint_pain,hunger,vertigo,breast_lump,breast_pain,frequent_respiratory_infections,bloating,blood_in_semen,
Breast Cancer,black_stools,iron_deficiency_anemia,breast_lump,joint_pain,yellow_skin,creaking_joints,loss_of_appetite,swollen_lymph_nodes,,,,,,,,,
Breast Cancer,swollen_lymph_nodes,night_sweats,nipple_inversion,skin_dimpling,breast_pain,breast_lump,confusion,,,,,,,,,,
Breast Cancer,indigestion,balance_loss,frequent_respiratory_infections,chills,breast_pain,skin_dimpling,nipple_inversion,,,,,,,,,,
Breast Cancer,breast_pain,urinary_difficulty,blurred_vision,bloating_after_meals,breast_lump,nausea,diarrhea,nipple_discharge,coughing_blood,swelling,polydipsia,swollen_lymph_nodes,nipple_inversion,skin_dimpling,abdominal_cramps,,
Breast Cancer,indigestion,skin_dimpling,diarrhea,breast_lump,stiffness,nipple_discharge,dischromic_patches,sweating,frequent_respiratory_infections,,,,,,,,
Breast Cancer,blurred_vision,swollen_lymph_nodes,disorientation,loss_of_appetite,frequent_respiratory_infections,sneezing,breast_lump,nipple_inversion,shortness_of_breath,skin_dimpling,,,,,,,
Breast Cancer,vesicles,breast_lump,skin_dimpling,chest_pain,nausea,nipple_discharge,scarring,breast_pain,vomiting_blood,swollen_lymph_nodes,,,,,,,
Breast Cancer,headache,dehydration,cough,scarring,nipple_inversion,palpitations,wheezing,swollen_lymph_nodes,nipple_discharge,weight_loss,,,,,,,
Breast Cancer,stiffness,breast_lump,swollen_lymph_nodes,skin_dimpling,heartburn,,,,,,,,,,,,
Breast Cancer,skin_dimpling,fatigue,vesicles,breast_pain,breast_lump,erectile_dysfunction,bloating,creaking_joints,dysphagia,swollen_lymph_nodes,hives,nipple_inversion,cold_intolerance,,,,
Breast Cancer,breast_lump,heartburn,joint_pain,yellow_skin,nipple_discharge,skin_dimpling,weakness,night_sweats,mood_swings,blisters,dry_skin,sneezing,polyuria,abdominal_pain,dischromic_patches,breast_pain,
Breast Cancer,anal_pain,nipple_inversion,breast_pain,breast_lump,pelvic_pain,changes_in_bowel_habits,nipple_discharge,,,,,,,,,,
Breast Cancer,breathlessness,disorientation,frequent_respiratory_infections,blisters,skin_dimpling,chest_pain,nipple_inversion,breast_lump,nipple_discharge,,,,,,,,
Breast Cancer,changes_in_bowel_habits,pelvic_pain,chest_pain,nipple_inversion,breast_lump,wheezing,nipple_discharge,black_stools,cramps,pimples,swollen_lymph_nodes,nasal_congestion,breast_pain,,,,
Breast Cancer,muscle_pain,persistent_cough,nasal_congestion,itching,breast_lump,nipple_discharge,swollen_lymph_nodes,bone_pain,,,,,,,,,
Breast Cancer,nipple_discharge,nipple_inversion,swollen_lymph_nodes,,,,,,,,,,,,,,
Breast Cancer,skin_dimpling,swollen_lymph_nodes,breast_lump,nipple_discharge,,,,,,,,,,,,,
Breast Cancer,breast_pain,swollen_lymph_nodes,breast_lump,nipple_discharge,,,,,,,,,,,,,
Breast Cancer,swelling_in_legs,seizures,weight_gain,fatigue,breast_lump,swollen_lymph_nodes,,,,,,,,,,,
Breast Cancer,breast_pain,nipple_discharge,dizziness,scarring,heartburn,breast_lump,nipple_inversion,itchy_eyes,blisters,chest_pain,,,,,,,
Breast Cancer,swollen_lymph_nodes,loss_of_appetite,breast_lump,,,,,,,,,,,,,,
Breast Cancer,breast_lump,nipple_discharge,swollen_lymph_nodes,skin_dimpling,nipple_inversion,,,,,,,,,,,,
Breast Cancer,nasal_congestion,breast_lump,disorientation,nipple_inversion,breast_pain,,,,,,,,,,,,
Breast Cancer,nipple_discharge,tremors,breast_lump,hunger,bloating,runny_nose,swollen_lymph_nodes,chest_pain,indigestion,,,,,,,,
Breast Cancer,dark_urine,headache,vomiting,nipple_inversion,breast_pain,swollen_lymph_nodes,pelvic_pain,breast_lump,heart_palpitations,high_blood_pressure,,,,,,,
Breast Cancer,nipple_inversion,breast_lump,swollen_lymph_nodes,nipple_discharge,blood_in_stool,breast_pain,skin_dimpling,,,,,,,,,,
Breast Cancer,skin_dimpling,swollen_lymph_nodes,breast_lump,,,,,,,,,,,,,,
Breast Cancer,nipple_discharge,dischromic_patches,breast_pain,swollen_lymph_nodes,breast_lump,,,,,,,,,,,,
Breast Cancer,breast_lump,nipple_discharge,yellow_skin,,,,,,,,,,,,,,
Breast Cancer,bleeding,urinary_difficulty,itching,breast_lump,headache,swollen_lymph_nodes,vomiting,nipple_discharge,,,,,,,,,
Breast Cancer,chest_pain,crusting,swollen_lymph_nodes,skin_dimpling,headache,heart_palpitations,blackheads,oiliness,vertigo,breast_lump,fatigue,chronic_cough,heartburn,phonophobia,bleeding,changes_in_bowel_habits,
Breast Cancer,itching,wheezing,vertigo,mood_swings,yellow_skin,cold_intolerance,arm_pain,scaling,breast_pain,memory_loss,fever,breast_lump,nail_pitting,,,,
Breast Cancer,creaking_joints,abdominal_cramps,breast_lump,visual_aura,swollen_lymph_nodes,cloudy_urine,heartburn,urinary_difficulty,confusion,sweating,headache,cramps,dark_urine,swelling,vomiting_blood,scaling,blisters
Breast Cancer,breast_lump,cloudy_urine,breast_pain,urinary_difficulty,nipple_inversion,skin_dimpling,nipple_discharge,,,,,,,,,,
Breast Cancer,dysphagia,burning_urination,sore_throat,reduced_mobility,heartburn,breast_lump,bloating_after_meals,hoarseness,palpitations,,,,,,,,
Breast Cancer,nodal_eruptions,swelling,chronic_cough,loss_of_appetite,swollen_lymph_nodes,constipation,seizures,chills,weight_loss,nipple_inversion,bloating_after_meals,breast_lump,muscle_pain,nipple_discharge,sneezing,pelvic_pain,sweating
Breast Cancer,numbness,dry_skin,skin_dimpling,chest_pain,constipation,disorientation,bleeding,changes_in_urination,breast_pain,weight_gain,night_sweats,yellow_skin,phonophobia,,,,
Breast Cancer,nipple_inversion,breast_lump,nipple_discharge,,,,,,,,,,,,,,
Breast Cancer,breast_lump,numbness,nipple_inversion,swollen_lymph_nodes,coughing_blood,cough,frequent_respiratory_infections,breast_pain,abdominal_pain,cramps,,,,,,,
Breast Cancer,pelvic_pain,constipation,nodal_eruptions,frequent_respiratory_infections,blackheads,breast_pain,nipple_inversion,changes_in_urination,swollen_lymph_nodes,memory_loss,dysphagia,visible_veins,nipple_discharge,chest_tightness,confusion,breast_lump,joint_pain
Breast Cancer,wheezing,skin_dimpling,muscle_pain,swollen_lymph_nodes,abdominal_cramps,chest_tightness,difficulty_speaking,bleeding,pelvic_pain,nipple_discharge,breast_lump,,,,,,
Breast Cancer,chest_pain,cold_intolerance,dark_urine,bloating,heartburn,nipple_discharge,confusion,bloating_after_meals,,,,,,,,,
Breast Cancer,skin_dimpling,pimples,nipple_discharge,stiffness,frequent_urination,breast_pain,breast_lump,chronic_cough,indigestion,creaking_joints,blood_in_stool,constipation,diarrhea,swollen_lymph_nodes,chest_tightness,nail_pitting,
Breast Cancer,memory_loss,balance_loss,changes_in_urination,heartburn,swollen_lymph_nodes,phonophobia,reduced_mobility,scaling,difficulty_speaking,breast_lump,mood_swings,numbness,diarrhea,dehydration,nipple_inversion,hoarseness,nipple_discharge
Breast Cancer,leg_pain,breast_lump,skin_dimpling,vesicles,breast_pain,nipple_inversion,,,,,,,,,,,
Breast Cancer,breast_lump,reduced_mobility,swollen_lymph_nodes,sneezing,visible_veins,hoarseness,burning_urination,vesicles,blackheads,heart_palpitations,phonophobia,breast_pain,vertigo,,,,
Breast Cancer,anal_pain,swollen_lymph_nodes,sweating,nipple_discharge,early_satiety,persistent_cough,nail_pitting,bloating,breast_lump,,,,,,,,
Breast Cancer,swelling,weakness,breast_pain,dry_skin,polyuria,seizures,frequent_respiratory_infections,crusting,hives,headache,swollen_lymph_nodes,nipple_inversion,acid_reflux,dizziness,breast_lump,,
Breast Cancer,breast_lump,breast_pain,reduced_mobility,vertigo,cough,night_sweats,swollen_lymph_nodes,breathlessness,nodal_eruptions,nipple_inversion,balance_loss,blurred_vision,,,,,
Breast Cancer,numbness,vomiting,nipple_inversion,loss_of_appetite,memory_loss,itching,breast_pain,blood_in_semen,bleeding,coughing_blood,nipple_discharge,high_blood_pressure,joint_pain,abdominal_cramps,oiliness,,
Breast Cancer,arm_pain,weakness,polyuria,dizziness,swollen_lymph_nodes,indigestion,constipation,diarrhea,polydipsia,breast_lump,sore_throat,bleeding,,,,,
Breast Cancer,coughing_blood,creaking_joints,swollen_lymph_nodes,visual_aura,weakness,breast_lump,palpitations,mood_swings,fever,,,,,,,,
Breast Cancer,nipple_discharge,breast_lump,arm_pain,swollen_lymph_nodes,blood_in_semen,skin_dimpling,nipple_inversion,diarrhea,,,,,,,,,
Breast Cancer,chills,itching,blood_in_semen,black_stools,weight_loss,dizziness,blurred_vision,diarrhea,reduced_mobility,nipple_inversion,iron_deficiency_anemia,blackheads,breast_lump,swelling_in_legs,bleeding,,
Breast Cancer,sore_throat,vomiting_blood,wheezing,sweating,disorientation,phonophobia,polyuria,burning_urination,cold_intolerance,jaundice,confusion,abdominal_cramps,pimples,breast_lump,arm_pain,hives,
Breast Cancer,heart_palpitations,nodal_eruptions,breast_pain,reduced_mobility,skin_dimpling,swollen_lymph_nodes,iron_deficiency_anemia,breast_lump,changes_in_urination,,,,,,,,
Breast Cancer,dizziness,breast_lump,bloating,skin_dimpling,palpitations,reduced_mobility,nausea,visual_aura,nipple_discharge,breast_pain,nipple_inversion,polyuria,confusion,polydipsia,photophobia,,
Breast Cancer,nipple_inversion,dysphagia,breast_lump,swollen_lymph_nodes,breast_pain,oiliness,reduced_mobility,skin_dimpling,,,,,,,,,
Breast Cancer,nasal_congestion,pimples,swollen_lymph_nodes,numbness,nipple_discharge,changes_in_bowel_habits,night_sweats,skin_dimpling,breast_lump,bone_pain,,,,,,,
Breast Cancer,vomiting,confusion,diarrhea,muscle_pain,vertigo,chills,difficulty_speaking,persistent_cough,breast_lump,tremors,nipple_inversion,coughing_blood,runny_nose,stiffness,,,
Breast Cancer,nipple_discharge,chest_tightness,breast_pain,breast_lump,muscle_pain,hives,fatigue,nodal_eruptions,disorientation,polydipsia,dark_urine,fever,dysphagia,acid_reflux,stiffness,burning_urination,swelling_in_legs
Breast Cancer,yellow_skin,dysphagia,visible_veins,scarring,swollen_lymph_nodes,breast_pain,breast_lump,jaundice,,,,,,,,,
Breast Cancer,dehydration,cold_intolerance,nipple_inversion,wheezing,hives,swollen_lymph_nodes,night_sweats,breast_lump,polyuria,neck_pain,,,,,,,
Breast Cancer,nipple_discharge,skin_dimpling,breast_lump,swollen_lymph_nodes,,,,,,,,,,,,,
Breast Cancer,breast_lump,cold_intolerance,acid_reflux,polydipsia,swollen_lymph_nodes,chills,breast_pain,blurred_vision,high_blood_pressure,numbness,dysphagia,skin_dimpling,difficulty_speaking,,,,
Breast Cancer,stiffness,swollen_lymph_nodes,nipple_inversion,polydipsia,skin_dimpling,breast_lump,,,,,,,,,,,
Breast Cancer,pelvic_pain,blackheads,scaling,vertigo,bleeding,nipple_discharge,yellow_skin,early_satiety,memory_loss,abdominal_cramps,black_stools,skin_dimpling,leg_pain,,,,
Breast Cancer,constipation,swollen_lymph_nodes,bleeding,crusting,dry_skin,skin_dimpling,leg_pain,breast_lump,bone_pain,breast_pain,weight_gain,iron_deficiency_anemia,chest_pain,muscle_pain,,,
Breast Cancer,iron_deficiency_anemia,oiliness,breast_lump,itchy_eyes,polydipsia,muscle_pain,swollen_lymph_nodes,vomiting,weight_loss,dehydration,cloudy_urine,joint_pain,skin_dimpling,visual_aura,,,
Breast Cancer,indigestion,breast_lump,mood_swings,fatigue,polyuria,vesicles,yellow_skin,dizziness,nasal_congestion,nipple_inversion,itching,breathlessness,hives,scaling,nipple_discharge,cold_intolerance,
Breast Cancer,breast_pain,nipple_inversion,nipple_discharge,skin_dimpling,breast_lump,,,,,,,,,,,,
Breast Cancer,disorientation,vesicles,breathlessness,skin_dimpling,swelling,dry_skin,breast_lump,sweating,cloudy_urine,bloating,breast_pain,scarring,visible_veins,,,,
Breast Cancer,nipple_inversion,cramps,crusting,muscle_pain,abdominal_pain,fever,black_stools,photophobia,creaking_joints,chills,hoarseness,acid_reflux,skin_dimpling,breast_lump,weight_loss,swollen_lymph_nodes,
Breast Cancer,nipple_discharge,nipple_inversion,breast_pain,breast_lump,,,,,,,,,,,,,
Breast Cancer,dehydration,oiliness,cold_intolerance,weakness,breast_lump,joint_pain,skin_dimpling,swollen_lymph_nodes,,,,,,,,,
Breast Cancer,swollen_lymph_nodes,vertigo,weakness,early_satiety,skin_dimpling,difficulty_speaking,breast_lump,,,,,,,,,,
Breast Cancer,breast_lump,skin_dimpling,weight_gain,,,,,,,,,,,,,,
Breast Cancer,vomiting,skin_dimpling,night_sweats,memory_loss,nipple_inversion,swollen_lymph_nodes,dizziness,itchy_eyes,sore_throat,breast_lump,nipple_discharge,dischromic_patches,itching,swelling,,,
Breast Cancer,weakness,muscle_pain,breast_lump,urinary_difficulty,visual_aura,numbness,cramps,leg_pain,oiliness,nail_pitting,swollen_lymph_nodes,crusting,blood_in_semen,bone_pain,constipation,,
Breast Cancer,diarrhea,creaking_joints,nipple_inversion,pelvic_pain,memory_loss,runny_nose,disorientation,breast_lump,coughing_blood,leg_pain,nipple_discharge,skin_dimpling,polydipsia,heartburn,hives,palpitations,headache
Breast Cancer,tremors,chest_pain,nipple_inversion,breast_lump,skin_dimpling,frequent_respiratory_infections,,,,,,,,,,,
Breast Cancer,nipple_inversion,acid_reflux,breast_pain,breast_lump,swollen_lymph_nodes,nipple_discharge,,,,,,,,,,,
Breast Cancer,changes_in_bowel_habits,breast_pain,breast_lump,,,,,,,,,,,,,,
Breast Cancer,skin_dimpling,fever,weight_gain,nipple_inversion,swollen_lymph_nodes,,,,,,,,,,,,
Breast Cancer,weakness,seizures,skin_dimpling,breast_lump,nipple_discharge,swelling_in_legs,hives,,,,,,,,,,
Breast Cancer,crusting,blood_in_semen,early_satiety,swollen_lymph_nodes,constipation,frequent_urination,neck_pain,vomiting_blood,nodal_eruptions,,,,,,,,
Breast Cancer,nipple_inversion,nipple_discharge,skin_dimpling,creaking_joints,tremors,blurred_vision,oiliness,dischromic_patches,polyuria,breast_lump,palpitations,breast_pain,blood_in_semen,cloudy_urine,swollen_lymph_nodes,,
Breast Cancer,difficulty_speaking,dischromic_patches,chest_tightness,iron_deficiency_anemia,hoarseness,dizziness,memory_loss,creaking_joints,fatigue,joint_pain,skin_dimpling,coughing_blood,breast_lump,,,,
Breast Cancer,difficulty_speaking,breathlessness,bone_pain,breast_lump,numbness,breast_pain,nipple_discharge,,,,,,,,,,
Breast Cancer,breast_lump,breast_pain,cramps,cough,nasal_congestion,abdominal_cramps,persistent_cough,nausea,swollen_lymph_nodes,sore_throat,nipple_discharge,bleeding,skin_dimpling,,,,
Breast Cancer,breast_lump,creaking_joints,balance_loss,vertigo,nipple_discharge,chest_tightness,muscle_pain,breast_pain,,,,,,,,,
Breast Cancer,visual_aura,breast_lump,erectile_dysfunction,sweating,nodal_eruptions,anal_pain,swollen_lymph_nodes,joint_pain,blurred_vision,leg_pain,mood_swings,vomiting_blood,,,,,
Breast Cancer,erectile_dysfunction,swollen_lymph_nodes,breast_lump,night_sweats,polydipsia,nipple_inversion,visible_veins,runny_nose,crusting,breast_pain,,,,,,,
Breast Cancer,mood_swings,skin_dimpling,breast_lump,fever,nipple_inversion,swollen_lymph_nodes,,,,,,,,,,,
Breast Cancer,yellow_skin,reduced_mobility,nipple_inversion,skin_dimpling,blurred_vision,nipple_discharge,seizures,breast_lump,,,,,,,,,
Breast Cancer,skin_dimpling,chronic_cough,cramps,cough,nipple_discharge,early_satiety,breast_lump,stiffness,swollen_lymph_nodes,mood_swings,,,,,,,
Breast Cancer,oiliness,breast_lump,vomiting,skin_dimpling,balance_loss,scaling,blackheads,nipple_discharge,heart_palpitations,nail_pitting,,,,,,,
Breast Cancer,scaling,sore_throat,breast_lump,nipple_discharge,scarring,cold_intolerance,muscle_pain,weight_gain,confusion,,,,,,,,
Breast Cancer,breast_pain,swollen_lymph_nodes,nipple_discharge,breast_lump,,,,,,,,,,,,,
Breast Cancer,breast_lump,nipple_discharge,nipple_inversion,visual_aura,jaundice,swollen_lymph_nodes,memory_loss,,,,,,,,,,
Breast Cancer,swollen_lymph_nodes,dark_urine,runny_nose,weight_loss,nipple_discharge,reduced_mobility,nipple_inversion,bloating_after_meals,balance_loss,breast_lump,polyuria,wheezing,,,,,
Breast Cancer,black_stools,urinary_difficulty,visual_aura,blood_in_semen,nipple_discharge,visible_veins,leg_pain,abdominal_pain,breast_lump,crusting,persistent_cough,dysphagia,swollen_lymph_nodes,creaking_joints,,,
Colorectal Cancer,vesicles,disorientation,yellow_skin,changes_in_bowel_habits,nipple_discharge,abdominal_pain,heartburn,cramps,weight_loss,dizziness,blood_in_stool,sweating,difficulty_speaking,,,,
Colorectal Cancer,fatigue,bloating_after_meals,jaundice,nasal_congestion,abdominal_pain,headache,chest_pain,phonophobia,blood_in_stool,weight_loss,crusting,creaking_joints,,,,,
Colorectal Cancer,fatigue,nipple_discharge,changes_in_urination,palpitations,blood_in_stool,cough,heart_palpitations,vomiting,photophobia,blood_in_semen,breathlessness,shortness_of_breath,weight_gain,bloating_after_meals,balance_loss,abdominal_pain,
Colorectal Cancer,frequent_respiratory_infections,weight_loss,burning_urination,hoarseness,abdominal_pain,blood_in_semen,blood_in_stool,changes_in_bowel_habits,hives,,,,,,,,
Colorectal Cancer,runny_nose,weight_gain,weight_loss,headache,joint_pain,acid_reflux,swollen_lymph_nodes,changes_in_bowel_habits,blood_in_stool,fever,dischromic_patches,sweating,confusion,abdominal_pain,,,
Colorectal Cancer,dehydration,nipple_inversion,dry_skin,iron_deficiency_anemia,black_stools,constipation,abdominal_pain,pimples,creaking_joints,changes_in_bowel_habits,frequent_respiratory_infections,dischromic_patches,blood_in_stool,visual_aura,swelling_in_legs,skin_dimpling,pelvic_pain
Colorectal Cancer,weight_loss,abdominal_cramps,changes_in_bowel_habits,fatigue,acid_reflux,skin_rash,abdominal_pain,blood_in_stool,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,fatigue,chest_tightness,vomiting,joint_pain,anal_pain,blood_in_stool,iron_deficiency_anemia,dysphagia,confusion,black_stools,blackheads,jaundice,,,,
Colorectal Cancer,swelling,heart_palpitations,iron_deficiency_anemia,weight_loss,tremors,blood_in_stool,changes_in_bowel_habits,crusting,visual_aura,abdominal_pain,,,,,,,
Colorectal Cancer,abdominal_pain,leg_pain,blood_in_stool,changes_in_bowel_habits,breathlessness,blood_in_semen,dizziness,vesicles,,,,,,,,,
Colorectal Cancer,black_stools,iron_deficiency_anemia,chest_pain,scarring,abdominal_pain,blood_in_stool,changes_in_bowel_habits,fatigue,,,,,,,,,
Colorectal Cancer,blood_in_stool,cramps,indigestion,abdominal_pain,anal_pain,balance_loss,muscle_pain,weight_loss,dizziness,oiliness,changes_in_bowel_habits,chills,,,,,
Colorectal Cancer,abdominal_pain,blood_in_stool,weakness,polyuria,blisters,fatigue,chest_pain,muscle_pain,changes_in_bowel_habits,confusion,weight_loss,crusting,stiffness,reduced_mobility,,,
Colorectal Cancer,iron_deficiency_anemia,creaking_joints,confusion,palpitations,frequent_respiratory_infections,yellow_skin,pimples,urinary_difficulty,changes_in_bowel_habits,abdominal_pain,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,nasal_congestion,weight_loss,leg_pain,blood_in_stool,pimples,fatigue,abdominal_pain,,,,,,,,,
Colorectal Cancer,weight_loss,changes_in_bowel_habits,chest_pain,swelling_in_legs,difficulty_speaking,sore_throat,polydipsia,abdominal_pain,,,,,,,,,
Colorectal Cancer,heart_palpitations,iron_deficiency_anemia,memory_loss,blood_in_stool,abdominal_pain,visible_veins,bloating_after_meals,itchy_eyes,loss_of_appetite,,,,,,,,
Colorectal Cancer,nodal_eruptions,changes_in_bowel_habits,breast_pain,changes_in_urination,abdominal_pain,jaundice,iron_deficiency_anemia,breast_lump,joint_pain,nausea,vomiting,dry_skin,itching,,,,
Colorectal Cancer,fatigue,changes_in_bowel_habits,abdominal_pain,,,,,,,,,,,,,,
Colorectal Cancer,iron_deficiency_anemia,scaling,cough,chest_tightness,abdominal_pain,balance_loss,photophobia,blood_in_stool,weight_loss,fatigue,,,,,,,
Colorectal Cancer,nail_pitting,mood_swings,erectile_dysfunction,iron_deficiency_anemia,weight_loss,changes_in_bowel_habits,vomiting,dysphagia,breast_pain,abdominal_pain,swollen_lymph_nodes,blood_in_semen,blood_in_stool,hives,stiffness,shortness_of_breath,visible_veins
Colorectal Cancer,fatigue,black_stools,cough,fever,bone_pain,creaking_joints,frequent_respiratory_infections,changes_in_bowel_habits,swelling_in_legs,anal_pain,joint_pain,blood_in_stool,nausea,stiffness,dehydration,,
Colorectal Cancer,weight_loss,fatigue,blood_in_stool,changes_in_bowel_habits,,,,,,,,,,,,,
Colorectal Cancer,fatigue,heartburn,sweating,sore_throat,dizziness,anal_pain,vomiting_blood,nausea,yellow_skin,black_stools,stiffness,changes_in_bowel_habits,,,,,
Colorectal Cancer,changes_in_bowel_habits,weight_loss,fatigue,iron_deficiency_anemia,blood_in_stool,,,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,yellow_skin,swelling_in_legs,weight_loss,fatigue,runny_nose,blood_in_stool,balance_loss,abdominal_pain,,,,,,,,
Colorectal Cancer,dark_urine,cloudy_urine,itchy_eyes,bleeding,confusion,changes_in_urination,mood_swings,swelling_in_legs,changes_in_bowel_habits,chills,joint_pain,memory_loss,weight_loss,,,,
Colorectal Cancer,changes_in_bowel_habits,weight_loss,iron_deficiency_anemia,abdominal_pain,blood_in_stool,,,,,,,,,,,,
Colorectal Cancer,weight_loss,blood_in_stool,abdominal_pain,acid_reflux,confusion,diarrhea,scarring,changes_in_bowel_habits,photophobia,shortness_of_breath,sweating,,,,,,
Colorectal Cancer,nail_pitting,hoarseness,chest_tightness,abdominal_pain,tremors,dehydration,fatigue,,,,,,,,,,
Colorectal Cancer,fatigue,weight_loss,changes_in_bowel_habits,blood_in_semen,disorientation,crusting,night_sweats,abdominal_pain,seizures,wheezing,iron_deficiency_anemia,dark_urine,changes_in_urination,blisters,photophobia,swelling,jaundice
Colorectal Cancer,burning_urination,wheezing,urinary_difficulty,visible_veins,anal_pain,oiliness,difficulty_speaking,changes_in_bowel_habits,blurred_vision,abdominal_pain,dizziness,itching,cough,night_sweats,tremors,fatigue,early_satiety
Colorectal Cancer,abdominal_pain,iron_deficiency_anemia,weight_loss,blood_in_stool,,,,,,,,,,,,,
Colorectal Cancer,fatigue,blood_in_stool,changes_in_bowel_habits,abdominal_pain,,,,,,,,,,,,,
Colorectal Cancer,blood_in_stool,weight_loss,cough,fatigue,abdominal_pain,,,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,iron_deficiency_anemia,abdominal_pain,weight_loss,,,,,,,,,,,,,
Colorectal Cancer,skin_dimpling,changes_in_bowel_habits,weight_loss,fatigue,breast_pain,breathlessness,,,,,,,,,,,
Colorectal Cancer,changes_in_bowel_habits,high_blood_pressure,abdominal_pain,fatigue,blood_in_stool,,,,,,,,,,,,
